title,year,budget,revenue,runtime,vote_count,vote_average,popularity,wr,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Nausicaä of the Valley of the Wind,1984,1000000,3301446.0,117.0,808,7,11.267366,6.3867030030470415,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Almost Famous,2000,60000000,47383689.0,122.0,807,7,9.086699000000001,6.386208807239666,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Hotel Rwanda,2004,17500000,38000000.0,121.0,805,7,10.262332,6.38521802242488,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Carlito's Way,1993,30000000,36516012.0,144.0,805,7,8.698509,6.38521802242488,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Perfect Strangers,2016,0,0.0,97.0,803,7,6.984664,6.384224033778841,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Skin I Live In,2011,13000000,5774854.0,117.0,797,7,9.782542,6.381222688695715,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
T2 Trainspotting,2017,18000000,41412709.0,117.0,795,7,17.645877,6.380215728058931,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Okja,2017,50000000,0.0,121.0,795,7,15.738471,6.380215728058931,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
The Thin Red Line,1998,52000000,98126565.0,170.0,793,7,9.783966,6.379205484746883,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Akira,1988,8000000,553171.0,124.0,792,7,10.888917,6.3786991270672315,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Assassination of Jesse James by the Coward Robert Ford,2007,30000000,14711793.0,160.0,792,7,10.111313,6.3786991270672315,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
The Talented Mr. Ripley,1999,40000000,128798265.0,139.0,790,7,11.65502,6.37768392956244,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
The Bélier Family,2014,11000000,0.0,105.0,789,7,7.943506,6.377175085678189,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Asterix & Obelix: Mission Cleopatra,2002,0,111127553.0,108.0,782,7,11.117405,6.373589744888508,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
The Life Aquatic with Steve Zissou,2004,50000000,34808403.0,119.0,781,7,6.936677,6.373074180892531,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
What We Do in the Shadows,2014,0,3333000.0,86.0,779,7,10.504197999999999,6.372040502707688,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
The Book of Life,2014,50000000,97437106.0,95.0,778,7,10.337994,6.371522384310583,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
The Best of Me,2014,26000000,35926213.0,117.0,777,7,8.196975,6.371003410226611,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Billy Elliot,2000,5000000,110000000.0,110.0,774,7,12.158424,6.369441332603002,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
The Little Prince,2015,64000000,97571250.0,92.0,771,7,11.376954,6.3678714769995235,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
St. Vincent,2014,13000000,54837234.0,102.0,770,7,13.655752,6.367346453309324,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clerks,1994,27000,3151130.0,92.0,769,7,10.513367,6.366820556761784,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kiki's Delivery Service,1989,6900000,18172849.0,103.0,768,7,12.220581,6.3662937851783905,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Thelma & Louise,1991,16000000,45361000.0,130.0,766,7,14.785388000000001,6.365237608153688,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Two Is a Family,2016,0,1447740.0,118.0,765,7,17.181564,6.364708198318954,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Trading Places,1983,40600000,90400000.0,116.0,763,7,14.285051999999999,6.363646724966103,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scent of a Woman,1992,31000000,134095253.0,157.0,763,7,14.505987,6.363646724966103,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
True Romance,1993,12500000,12281551.0,120.0,762,7,17.189328,6.36311465701039,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Kung Fury,2015,630019,0.0,31.0,762,7,7.741142999999999,6.36311465701039,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Evil Dead II,1987,3600000,5923044.0,84.0,760,7,13.520764000000002,6.362047847390642,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Carnage,2011,25000000,27603069.0,80.0,760,7,8.844835,6.362047847390642,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Blue Velvet,1986,6000000,8551228.0,120.0,758,7,7.8822470000000004,6.360977457872841,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
Silence,2016,46000000,23737523.0,161.0,754,7,14.16938,6.358825866821907,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
The Last of the Mohicans,1992,40000000,75505856.0,112.0,747,7,15.228794,6.355025512095195,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
Singin' in the Rain,1952,2540800,7200000.0,103.0,747,7,11.064858000000001,6.355025512095195,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
"Girl, Interrupted",1999,40000000,0.0,127.0,747,7,8.285062,6.355025512095195,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Great Beauty,2013,12400000,8371085.0,142.0,745,7,8.176134,6.353931407790014,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Stranger Than Fiction,2006,30000000,53653224.0,113.0,743,7,10.798092,6.352833585203421,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
The Elephant Man,1980,5000000,26010864.0,124.0,740,7,8.405672000000001,6.351179837976513,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
The Name of the Rose,1986,20000000,77200000.0,130.0,739,7,11.469750999999999,6.350626709108633,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
Before Sunset,2004,2700000,15992615.0,80.0,734,7,7.048957000000001,6.347846857692145,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Walk the Line,2005,28000000,186438883.0,136.0,732,7,11.476443,6.346728241667603,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
The Great Escape,1963,4000000,11744471.0,172.0,731,7,14.384114000000002,6.346167493377189,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
Erin Brockovich,2000,52000000,256271286.0,131.0,730,7,10.135446,6.345605781601741,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Gandhi,1982,22000000,77737889.0,191.0,730,7,12.383755,6.345605781601741,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Sleepers,1996,44000000,165615285.0,147.0,729,7,9.198283,6.345043103855913,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Big Trouble in Little China,1986,25000000,11000000.0,99.0,727,7,11.109932,6.343914840468928,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The First Time,2012,0,0.0,95.0,725,7,5.731701,6.3427826831617145,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
The Wind Rises,2013,30000000,117932401.0,126.0,720,7,9.310866,6.339935121130351,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Master,2012,32000000,28258060.0,137.0,720,7,8.074218,6.339935121130351,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Best Offer,2013,13500000,19255873.0,124.0,719,7,8.995603,6.339362645086233,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
To the Bone,2017,0,0.0,107.0,714,7,9.128637,6.3364853046902665,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
K-PAX,2001,48000000,50315140.0,120.0,710,7,12.400152,6.3341653232381345,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Munich,2005,70000000,130358911.0,164.0,706,7,9.668761,6.331829061214409,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
The Rocky Horror Picture Show,1975,1200000,112892319.0,100.0,703,7,8.699428,6.330066077207059,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
The Secret World of Arrietty,2010,37000000,145570827.0,94.0,701,7,8.636052000000001,6.328885576902579,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Dope,2015,700000,17986781.0,103.0,698,7,7.948581,6.327107005109918,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Man from Earth,2007,0,0.0,87.0,696,7,9.29906,6.325916044057015,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
La Haine,1995,3000000,0.0,98.0,695,7,12.108196000000001,6.325318981208525,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Way Way Back,2013,4600000,23198652.0,103.0,695,7,10.342737,6.325318981208525,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cape Fear,1991,35000000,182300000.0,128.0,692,7,10.302735,6.323521429648691,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Star Trek II: The Wrath of Khan,1982,12000000,96800000.0,113.0,688,7,7.160236,6.321109741340843,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Rushmore,1998,9000000,17096053.0,93.0,688,7,5.997054,6.321109741340843,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
